"Id","Date","Time","Question","Details","Answer","Notes","Entered By","What type of questions?","What tools were used?","What forms were used?","If Technology Question:","Was the patron referred elsewhere?"
"o17232341","2017-09-13","08:13","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17231423","2017-09-13","00:10","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17229466","2017-09-12","20:11","5","","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17227438","2017-09-12","18:04","13","","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17224747","2017-09-12","16:16","","15","15","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17220981","2017-09-12","14:07","","","13.","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17216970","2017-09-12","11:55","","","14","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17213634","2017-09-12","09:58","","","5","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17212374","2017-09-12","08:13","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17211580","2017-09-12","00:25","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17210800","2017-09-11","22:08","","","6","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17209358","2017-09-11","20:18","","","8","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17203770","2017-09-11","16:04","","","12","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17199366","2017-09-11","13:57","","","11","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17195379","2017-09-11","12:03","","","17","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17192112","2017-09-11","10:11","","","6","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17190457","2017-09-11","08:24","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17189515","2017-09-11","00:06","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17189013","2017-09-10","22:13","","","7","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17188065","2017-09-10","20:04","","","14","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17186027","2017-09-10","16:10","","","28","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17184876","2017-09-10","14:03","","","11","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17184188","2017-09-10","12:18","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17183564","2017-09-09","20:02","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17183336","2017-09-09","18:29","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17182668","2017-09-09","16:10","","","5","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17181732","2017-09-09","13:55","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17181039","2017-09-09","12:06","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17180556","2017-09-09","10:15","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17180079","2017-09-08","20:10","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17179598","2017-09-08","18:12","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17178068","2017-09-08","16:23","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17175518","2017-09-08","14:24","","","11","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17168948","2017-09-08","10:01","","","5","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17167795","2017-09-08","08:18","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17167044","2017-09-08","00:07","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17166501","2017-09-07","22:17","","","7","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17163396","2017-09-07","18:05","","","15","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17160316","2017-09-07","16:00","","","14","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17157177","2017-09-07","14:27","","","10","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17148322","2017-09-07","10:12","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17146644","2017-09-07","08:18","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17145638","2017-09-07","00:09","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17144792","2017-09-06","22:10","","","6","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17140752","2017-09-06","18:07","","","14","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17136677","2017-09-06","16:01","","","12","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17128116","2017-09-06","12:24","","","7","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17123434","2017-09-06","10:14","","","5","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17121379","2017-09-06","08:10","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17119884","2017-09-05","22:30","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17115405","2017-09-05","17:57","","","10","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17112165","2017-09-05","16:15","","9","9","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17111728","2017-09-05","16:02","","11","11","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17102671","2017-09-05","12:15","","","12","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17097391","2017-09-05","10:00","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17095270","2017-09-05","08:08","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17077199","2017-09-01","14:08","","","5","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17071139","2017-09-01","10:07","","6","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17069695","2017-09-01","08:29","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17068581","2017-08-31","22:24","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17067416","2017-08-31","20:13","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17065185","2017-08-31","17:54","","","7","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17061960","2017-08-31","16:07","","","8","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17057252","2017-08-31","14:04","","","14","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17051988","2017-08-31","11:54","","","13","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17048232","2017-08-31","10:06","","","6","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17046438","2017-08-31","08:14","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17045571","2017-08-31","00:10","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17044753","2017-08-30","22:12","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17043291","2017-08-30","20:08","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17041060","2017-08-30","18:13","","","7","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17039316","2017-08-30","17:07","","10","10","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17031806","2017-08-30","14:01","","","15","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17026637","2017-08-30","12:03","","","13","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17022414","2017-08-30","10:20","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17018230","2017-08-29","22:05","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17016296","2017-08-29","19:52","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17013786","2017-08-29","18:05","","","7","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17010261","2017-08-29","16:25","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o17005692","2017-08-29","14:35","","1","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16993712","2017-08-29","10:23","","","6","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16991022","2017-08-29","08:09","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16990222","2017-08-29","00:12","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16989514","2017-08-28","22:06","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16988295","2017-08-28","20:41","","","5","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16985424","2017-08-28","18:14","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16980829","2017-08-28","16:04","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16974652","2017-08-28","13:51","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16969305","2017-08-28","12:10","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16963735","2017-08-28","10:12","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16960856","2017-08-28","08:15","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16960056","2017-08-28","00:00","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16959579","2017-08-27","22:07","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16958913","2017-08-27","20:07","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16958144","2017-08-27","17:52","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16957095","2017-08-27","15:45","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16956227","2017-08-27","14:04","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16955609","2017-08-27","12:11","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16950089","2017-08-25","16:28","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16944671","2017-08-25","12:42","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16939987","2017-08-25","08:16","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16934408","2017-08-24","16:27","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16930495","2017-08-24","14:10","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16926385","2017-08-24","12:04","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16921948","2017-08-24","08:01","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16915186","2017-08-23","16:05","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16913440","2017-08-23","15:12","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16895081","2017-08-22","16:04","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16892175","2017-08-22","14:30","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16887923","2017-08-22","12:24","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16887890","2017-08-22","12:24","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16877707","2017-08-21","16:23","","0","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16874833","2017-08-21","14:17","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16870653","2017-08-21","12:02","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16857095","2017-08-18","16:16","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16855484","2017-08-18","14:13","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16853464","2017-08-18","12:00","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16848161","2017-08-17","16:33","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16844172","2017-08-17","12:01","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16836575","2017-08-16","14:08","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16834439","2017-08-16","11:49","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16828172","2017-08-15","16:07","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16824360","2017-08-15","12:16","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16817274","2017-08-14","14:54","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16814940","2017-08-14","12:06","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16797677","2017-08-14","08:15","","","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16797676","2017-08-14","08:15","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16792595","2017-08-11","15:53","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16792234","2017-08-11","15:17","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16790291","2017-08-11","12:02","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16786114","2017-08-10","16:01","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16785040","2017-08-10","14:24","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16783928","2017-08-10","12:43","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16780001","2017-08-09","19:18","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16778610","2017-08-09","15:59","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16776626","2017-08-09","13:54","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16769078","2017-08-08","19:56","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16767474","2017-08-08","16:03","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16761584","2017-08-07","20:28","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16760037","2017-08-07","16:20","","","6","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16759248","2017-08-07","15:13","","","7","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16756832","2017-08-07","12:05","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16753015","2017-08-06","18:35","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16752691","2017-08-06","16:03","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16752267","2017-08-06","12:10","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16748962","2017-08-04","16:01","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16748460","2017-08-04","15:09","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16746795","2017-08-04","12:11","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16744033","2017-08-03","20:11","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16743486","2017-08-03","18:09","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16742596","2017-08-03","16:20","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16741883","2017-08-03","15:10","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16736338","2017-08-02","20:19","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16735764","2017-08-02","18:39","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16728287","2017-08-01","20:02","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16727718","2017-08-01","18:12","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16727301","2017-08-01","17:15","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16620750","2017-07-31","16:08","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16613858","2017-07-30","18:05","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16613557","2017-07-30","16:04","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16613455","2017-07-30","15:15","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16613087","2017-07-30","12:12","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16610525","2017-07-28","15:46","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16605782","2017-07-27","19:59","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16605042","2017-07-27","18:12","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16603327","2017-07-27","15:07","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16597057","2017-07-26","18:04","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16596306","2017-07-26","16:33","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16589866","2017-07-25","20:10","","","5","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16588968","2017-07-25","17:55","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16587185","2017-07-25","15:17","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16566866","2017-07-24","20:07","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16562204","2017-07-24","12:39","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16557894","2017-07-23","18:03","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16557412","2017-07-23","15:05","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16557065","2017-07-23","12:11","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16554554","2017-07-21","16:02","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16553876","2017-07-21","14:49","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16552426","2017-07-21","12:09","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16549541","2017-07-20","20:14","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16547645","2017-07-20","16:09","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16546154","2017-07-20","13:54","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16541683","2017-07-19","20:06","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16540935","2017-07-19","18:09","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16539106","2017-07-19","15:02","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16501834","2017-07-18","20:19","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16501203","2017-07-18","18:37","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16499017","2017-07-18","15:11","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16493015","2017-07-17","20:13","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16491785","2017-07-17","17:54","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16491092","2017-07-17","16:56","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16487256","2017-07-17","12:43","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16482672","2017-07-16","18:09","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16482255","2017-07-16","15:57","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16481712","2017-07-16","12:15","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16479435","2017-07-14","16:30","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16478060","2017-07-14","14:05","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16477304","2017-07-14","12:37","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16474418","2017-07-13","20:02","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16473711","2017-07-13","17:55","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16472611","2017-07-13","15:59","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16471164","2017-07-13","13:55","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16470310","2017-07-13","12:41","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16467132","2017-07-12","20:01","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16466644","2017-07-12","18:32","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16465149","2017-07-12","16:05","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16464374","2017-07-12","15:03","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16462323","2017-07-12","12:35","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16458919","2017-07-11","20:07","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16458423","2017-07-11","18:41","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16456870","2017-07-11","16:37","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16454265","2017-07-11","13:58","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16452856","2017-07-11","12:33","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16448597","2017-07-10","18:23","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16440237","2017-07-09","18:06","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16439872","2017-07-09","15:55","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16439337","2017-07-09","12:09","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16435886","2017-07-07","15:52","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16434448","2017-07-07","14:05","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16432738","2017-07-07","12:19","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16429671","2017-07-06","19:57","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16429066","2017-07-06","18:05","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16427800","2017-07-06","16:04","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16426269","2017-07-06","14:04","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16424829","2017-07-06","12:12","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16421514","2017-07-05","20:08","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16420357","2017-07-05","18:05","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16418057","2017-07-05","16:13","2","","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16416405","2017-07-05","14:26","3","","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16409864","2017-07-03","20:06","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16409245","2017-07-03","17:53","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16408472","2017-07-03","16:03","0","","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16407365","2017-07-03","14:42","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16404107","2017-07-03","08:07","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16403111","2017-07-02","18:08","0","","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16402841","2017-07-02","15:59","1","","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16402596","2017-07-02","14:06","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16402458","2017-07-02","12:36","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16399185","2017-06-30","15:56","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16398071","2017-06-30","14:25","3","","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16396464","2017-06-30","12:03","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16393690","2017-06-29","20:07","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16391652","2017-06-29","18:06","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16386812","2017-06-29","16:03","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16384279","2017-06-29","13:56","2","","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16381741","2017-06-29","12:10","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16379279","2017-06-29","08:01","","","0<br />","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16375527","2017-06-28","20:15","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16374971","2017-06-28","18:38","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16369790","2017-06-28","13:56","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16368244","2017-06-28","12:21","0","","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16373086","2017-06-28","04:00","2","","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16357596","2017-06-27","16:21","1","","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16355500","2017-06-27","14:04","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16332830","2017-06-26","20:11","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16233568","2017-06-25","18:03","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16233230","2017-06-25","16:02","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16232844","2017-06-25","14:01","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16228571","2017-06-23","16:19","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16226984","2017-06-23","14:07","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16225748","2017-06-23","12:06","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16223136","2017-06-22","20:04","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16222304","2017-06-22","18:23","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16219841","2017-06-22","14:59","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16147063","2017-06-21","18:08","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16145749","2017-06-21","16:00","1","","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16143316","2017-06-21","14:15","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16141668","2017-06-21","12:38","3","","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16135489","2017-06-20","16:14","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16134423","2017-06-20","15:12","1","","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16126187","2017-06-19","20:06","","0","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o16125001","2017-06-19","18:00","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
